Symbol,Date,CP
FB,11/10/2019,184.190002
FB,14/10/2019,183.279999
FB,15/10/2019,188.889999
FB,16/10/2019,189.550003
FB,17/10/2019,190.389999
FB,18/10/2019,185.850006
FB,21/10/2019,189.759995
FB,22/10/2019,182.339996
FB,23/10/2019,186.149994
FB,24/10/2019,186.380005
FB,25/10/2019,187.889999
FB,28/10/2019,189.399994
FB,29/10/2019,189.309998
FB,30/10/2019,188.25
FB,31/10/2019,191.649994
FB,1/11/2019,193.619995
FB,4/11/2019,194.720001
FB,5/11/2019,194.320007
FB,6/11/2019,191.550003
FB,7/11/2019,190.419998
FB,8/11/2019,190.839996
FB,11/11/2019,189.610001
FB,12/11/2019,194.470001
FB,13/11/2019,193.190002
FB,14/11/2019,193.149994
FB,15/11/2019,195.100006
FB,18/11/2019,197.399994
FB,19/11/2019,199.320007
FB,20/11/2019,197.509995
FB,21/11/2019,197.929993
FB,22/11/2019,198.820007
FB,25/11/2019,199.789993
FB,26/11/2019,198.970001
FB,27/11/2019,202
FB,29/11/2019,201.639999
FB,2/12/2019,199.699997
FB,3/12/2019,198.820007
FB,4/12/2019,198.710007
FB,5/12/2019,199.360001
FB,6/12/2019,201.050003
FB,9/12/2019,201.339996
FB,10/12/2019,200.869995
FB,11/12/2019,202.259995
FB,12/12/2019,196.75
FB,13/12/2019,194.110001
FB,16/12/2019,197.919998
FB,17/12/2019,198.389999
FB,18/12/2019,202.5
FB,19/12/2019,206.059998
FB,20/12/2019,206.300003
FB,23/12/2019,206.179993
FB,24/12/2019,205.119995
FB,26/12/2019,207.789993
FB,27/12/2019,208.100006
